POP2010,OHU2010,MedianFamilyIncome,lapop20,lalowi20,lasnap20,TractLOWI,TractSNAP,lapop20_share,lalowi20_share,lasnap20_share
49462,19077,652437,0.0,0.0,0.0,17916,2545,0.0,0.0,0.0
82752,34301,1111259,0.0,0.0,0.0,30598,4774,0.0,0.0,0.0
37124,14218,517816,0.0,0.0,0.0,11821,1588,0.0,0.0,0.0
42376,16501,546842,0.0,0.0,0.0,15481,1881,0.0,0.0,0.0
33478,12232,529420,0.0,0.0,0.0,8715,1123,0.0,0.0,0.0
21253,8133,359112,0.0,0.0,0.0,8289,1050,0.0,0.0,0.0
32428,12635,380084,0.0,0.0,0.0,12248,1666,0.0,0.0,0.0
28525,10680,322470,0.0,0.0,0.0,10817,1608,0.0,0.0,0.0
139654,52242,1503174,0.0,0.0,0.0,38308,4607,0.0,0.0,0.0
38440,15249,540585,0.0,0.0,0.0,12622,1925,0.0,0.0,0.0
77358,29197,1165012,0.0,0.0,0.0,24115,2608,0.0,0.0,0.0
37128,11598,419505,0.0,0.0,0.0,16996,909,0.0,0.0,0.0
111467,42331,1615233,0.0,0.0,0.0,37155,6209,0.0,0.0,0.0
496005,188157,6402752,0.0,0.0,0.0,180038,29528,0.0,0.0,0.0
46134,18811,516798,0.0,0.0,0.0,16839,2337,0.0,0.0,0.0
131636,51927,1890943,0.0,0.0,0.0,48157,8009,0.0,0.0,0.0
903393,366176,11703079,0.0,0.0,0.0,386839,61605,0.0,0.0,0.0
47051,17406,697629,0.0,0.0,0.0,16514,1701,0.0,0.0,0.0
10334,4216,170949,0.0,0.0,0.0,3421,477,0.0,0.0,0.0
36903,13456,516740,0.0,0.0,0.0,14062,2325,0.0,0.0,0.0
137974,54864,1815868,0.0,0.0,0.0,54819,4979,0.0,0.0,0.0
38124,14979,484964,0.0,0.0,0.0,14095,2132,0.0,0.0,0.0
68894,25765,793320,0.0,0.0,0.0,20588,3215,0.0,0.0,0.0
14244,5503,219946,0.0,0.0,0.0,5006,660,0.0,0.0,0.0
47536,17355,583180,0.0,0.0,0.0,16690,1813,0.0,0.0,0.0
6128,2477,118672,0.0,0.0,0.0,1745,155,0.0,0.0,0.0
19840,7872,290610,0.0,0.0,0.0,9126,1191,0.0,0.0,0.0
21575,8486,267162,0.0,0.0,0.0,7981,1193,0.0,0.0,0.0
17339,6222,206442,0.0,0.0,0.0,6948,768,0.0,0.0,0.0
19338,7476,292708,0.0,0.0,0.0,6084,754,0.0,0.0,0.0
12845,5186,214515,0.0,0.0,0.0,3923,528,0.0,0.0,0.0
164343,61998,2290894,0.0,0.0,0.0,40265,5021,0.0,0.0,0.0
25910,10171,491556,0.0,0.0,0.0,6004,869,0.0,0.0,0.0
13402,5282,202678,0.0,0.0,0.0,4839,725,0.0,0.0,0.0
37963,12917,411942,0.0,0.0,0.0,9096,1253,0.0,0.0,0.0
26171,10451,398441,0.0,0.0,0.0,11293,1373,0.0,0.0,0.0
28818,10789,361326,0.0,0.0,0.0,8821,941,0.0,0.0,0.0
17392,6767,282789,0.0,0.0,0.0,6411,927,0.0,0.0,0.0
24181,9397,259974,0.0,0.0,0.0,9399,1501,0.0,0.0,0.0
44436,17302,583459,0.0,0.0,0.0,14608,2148,0.0,0.0,0.0
20952,8082,311623,0.0,0.0,0.0,5813,701,0.0,0.0,0.0
266931,103069,4094857,0.0,0.0,0.0,97604,14196,0.0,0.0,0.0
23363,9038,327230,0.0,0.0,0.0,10361,1425,0.0,0.0,0.0
34185,13310,515043,0.0,0.0,0.0,11133,1354,0.0,0.0,0.0
21475,7823,291870,0.0,0.0,0.0,7201,1165,0.0,0.0,0.0
10613,4034,148348,0.0,0.0,0.0,4586,633,0.0,0.0,0.0
172780,65532,2113197,0.0,0.0,0.0,69324,6764,0.0,0.0,0.0
15936,6376,258520,0.0,0.0,0.0,4161,517,0.0,0.0,0.0
7516,2938,117906,0.0,0.0,0.0,2473,380,0.0,0.0,0.0
179703,74454,2491899,0.0,0.0,0.0,65230,9685,0.0,0.0,0.0
16212,6619,266751,0.0,0.0,0.0,5745,751,0.0,0.0,0.0
107848,41361,1375148,0.0,0.0,0.0,41837,5911,0.0,0.0,0.0
32888,12777,423823,0.0,0.0,0.0,11329,1463,0.0,0.0,0.0
8508,3337,135833,0.0,0.0,0.0,1979,248,0.0,0.0,0.0
59689,22505,790911,0.0,0.0,0.0,13169,1460,0.0,0.0,0.0
28262,10850,299807,0.0,0.0,0.0,10990,1536,0.0,0.0,0.0
68917,27551,835104,0.0,0.0,0.0,28446,4817,0.0,0.0,0.0
27636,10780,415663,0.0,0.0,0.0,8800,1150,0.0,0.0,0.0
24643,9741,479708,0.0,0.0,0.0,6956,807,0.0,0.0,0.0
33292,13001,439681,0.0,0.0,0.0,8421,1134,0.0,0.0,0.0
13371,5475,244301,0.0,0.0,0.0,5604,733,0.0,0.0,0.0
8102,3260,115415,0.0,0.0,0.0,3019,379,0.0,0.0,0.0
16924,6241,223568,0.0,0.0,0.0,6140,879,0.0,0.0,0.0
4861,2139,120580,7.840357678,2.7280758470000004,0.29142928,1590,162,0.16129104459987656,0.056121700205718994,0.17989461728395062
27674,11283,447314,0.0,0.0,0.0,10327,1266,0.0,0.0,0.0
15173,5986,267076,0.0,0.0,0.0,6218,745,0.0,0.0,0.0
9984,4094,157881,0.0,0.0,0.0,4019,563,0.0,0.0,0.0
65880,23992,895857,190.7220032,76.35537453,6.336417385,17761,2056,0.28949909411050395,0.11590068993624772,0.3081915070525292
2790,1150,58929,239.5015435,63.18181235,9.832703772,980,98,8.584284713261649,2.26458108781362,10.033371195918368
3669,1612,46597,3.564035014,1.276652133,0.276311268,1374,220,0.09713913911147451,0.03479564276369583,0.1255960309090909
21603,8625,311794,0.0,0.0,0.0,7821,1240,0.0,0.0,0.0
2726,1260,55352,0.0,0.0,0.0,902,75,0.0,0.0,0.0
2215,923,59179,2011.271947,671.2612897999999,61.50228447,703,70,90.8023452370203,30.305250103837466,87.86040638571428
8535,3559,124947,0.0,0.0,0.0,2283,185,0.0,0.0,0.0
9533,3910,203379,0.0,0.0,0.0,3431,339,0.0,0.0,0.0
8601,3497,205948,0.0,0.0,0.0,2341,312,0.0,0.0,0.0
1891,824,58173,12.53390369,1.232843008,0.169123818,499,60,0.6628188096245373,0.0651952939185616,0.28187303
36311,13940,580639,229.057477386,82.212008094,6.976987706,13654,1690,0.6308211764644323,0.22641075182176199,0.4128395092307693
39134,15729,584091,0.0,0.0,0.0,17156,1953,0.0,0.0,0.0
2961,1378,99818,12.77031638,4.841205959,0.667961229,1168,155,0.4312839034110098,0.1634990192164809,0.4309427283870968
19754,8073,360566,0.0,0.0,0.0,6192,731,0.0,0.0,0.0
7945,3136,188767,0.0,0.0,0.0,2402,331,0.0,0.0,0.0
110826,43576,1516855,0.0,0.0,0.0,37078,2983,0.0,0.0,0.0
3037,1302,114036,23.40494872,8.644541389,0.6596516339999999,943,89,0.7706601488310834,0.2846408096476787,0.7411816112359549
2882,1284,48200,1257.849554,484.0768628000001,52.26010391,1116,119,43.6450226925746,16.796560124913256,43.916053705882355
28452,11908,388520,0.0,0.0,0.0,10342,873,0.0,0.0,0.0
6497,2463,119344,0.0,0.0,0.0,1742,149,0.0,0.0,0.0
36776,12359,732117,78.93470831,18.44347968,2.191144719,16325,1625,0.21463647027953014,0.05015085838590385,0.1348396750153846
33848,11145,402893,977.788013822,363.78325866800003,35.665673715000004,14821,1127,2.888761562934295,1.074755550307256,3.1646560527950314
25992,10104,293396,0.0,0.0,0.0,7998,1126,0.0,0.0,0.0
34362,12690,413499,0.0,0.0,0.0,13133,1266,0.0,0.0,0.0
2695,1154,110774,72.37118604,25.32864069,1.469828006,933,53,2.685387237105751,0.9398382445269017,2.7732603886792453
2597,1196,119051,0.041492984,0.014263213,0.000334891,797,51,0.0015977275317674237,0.00054921882941856,0.0006566490196078432
7829,2716,121420,0.0,0.0,0.0,2580,175,0.0,0.0,0.0
6006,2153,131057,478.5266779,162.8581589,3.70579526,1756,128,7.967477154512154,2.7115910572760575,2.895152546875
1247,525,59250,1246.7311960000002,431.53632360000006,11.14364322,411,10,99.97844394546914,34.605960192461914,111.43643219999998
6689,2988,156656,78.46249019,20.54487196,4.700292421,2572,358,1.1730077767977276,0.3071441465091942,1.3129308438547487
2690,1060,51087,2611.042206,1077.75125,76.49359969,1092,75,97.06476602230484,40.06510223048328,101.99146625333333
6034,2545,172511,0.0,0.0,0.0,1982,162,0.0,0.0,0.0
34684,13411,381196,0.0,0.0,0.0,10917,1270,0.0,0.0,0.0
4256,1510,66719,3888.135357,1430.381225,51.79966451,1569,53,91.35656383928573,33.60858141447369,97.73521605660378
1916,803,64464,0.09518099199999999,0.026053737999999996,0.003683294,522,63,0.004967692693110646,0.0013597984342379958,0.005846498412698413
13462,5228,193404,0.0,0.0,0.0,3779,325,0.0,0.0,0.0
19126,7366,277090,0.0,0.0,0.0,4503,509,0.0,0.0,0.0
3077,1450,103495,0.0,0.0,0.0,1120,96,0.0,0.0,0.0
544179,212882,12021714,0.0,0.0,0.0,98790,9192,0.0,0.0,0.0
3977,1400,62036,929.0214823999999,236.12360120000002,17.49648039,1262,71,23.35985623334171,5.9372290973095305,24.64293012676056
7858,3227,183611,0.0,0.0,0.0,2489,216,0.0,0.0,0.0
2553,1014,59643,2161.473622,818.3267093999999,87.69015603,854,108,84.66406666666667,32.05353346650999,81.19458891666666
21607,8822,400233,0.0,0.0,0.0,8721,871,0.0,0.0,0.0
1750,799,64805,0.0,0.0,0.0,385,68,0.0,0.0,0.0
76227,26447,1160183,0.0,0.0,0.0,17934,1959,0.0,0.0,0.0
3241,1423,57009,4.37147365,1.270729431,0.163872587,1209,93,0.1348803964825671,0.03920794294970688,0.1762070827956989
9656,4020,110890,0.0,0.0,0.0,3305,460,0.0,0.0,0.0
2756,1219,64324,349.7298845,161.6529243,10.71657726,987,86,12.68976358853411,5.865490722060958,12.461136348837208
33690,13303,434540,0.0,0.0,0.0,14892,1828,0.0,0.0,0.0
12660,5005,238940,0.0,0.0,0.0,3900,360,0.0,0.0,0.0
10117,4300,241957,0.0,0.0,0.0,3555,310,0.0,0.0,0.0
29180,11748,475684,0.0,0.0,0.0,7729,711,0.0,0.0,0.0
4575,1713,114627,8.274971517,2.3578738219999997,0.30234719,1379,116,0.18087369436065576,0.05153822561748633,0.2606441293103448
32787,12161,613020,0.0,0.0,0.0,7259,1048,0.0,0.0,0.0
6373,2790,118120,0.0,0.0,0.0,1991,141,0.0,0.0,0.0
35471,14382,634370,0.0,0.0,0.0,14582,1974,0.0,0.0,0.0
5923,2554,118046,0.0,0.0,0.0,1677,183,0.0,0.0,0.0
3233,1250,54567,2.182395142,0.6205862910000001,0.051086322999999996,1011,81,0.06750371611506341,0.019195369347355398,0.06306953456790124
10178,4115,189743,0.0,0.0,0.0,2964,202,0.0,0.0,0.0
16512,6645,264430,0.0,0.0,0.0,6538,889,0.0,0.0,0.0
3107,1365,123717,4.52276685,1.594001681,0.06730233599999999,1015,70,0.14556700514966206,0.05130356231091085,0.09614619428571428
5671,2163,62472,56.52355759,12.72998213,2.033602344,1522,175,0.9967123539058367,0.22447508605184271,1.1620584822857143
16295,6552,307412,0.0,0.0,0.0,5078,664,0.0,0.0,0.0
3858,1742,51220,16.46468362,6.677627143,0.53615307,1386,128,0.42676733074131673,0.17308520329186106,0.4188695859375
6091,2456,136932,0.0,0.0,0.0,1614,165,0.0,0.0,0.0
6973,2665,121667,245.7160336,85.62155748,4.100305971,2108,207,3.5238209321669296,1.2279012975763661,1.9808241405797102
5642,2432,183870,0.0,0.0,0.0,1897,179,0.0,0.0,0.0
21604,7878,278222,0.0,0.0,0.0,5995,482,0.0,0.0,0.0
9656,3956,185831,0.0,0.0,0.0,2980,275,0.0,0.0,0.0
2519,1176,55855,9.740758119,3.773040595,0.284059888,957,88,0.3866914695911076,0.14978327094084953,0.32279532727272725
64511,25794,904525,114.400885,56.81492133,6.836334569,21580,3288,0.17733546991985863,0.08807012963680612,0.2079177180352798
4980,2274,166524,0.0,0.0,0.0,1696,211,0.0,0.0,0.0
10083,3906,183162,0.0,0.0,0.0,3568,378,0.0,0.0,0.0
71115,25796,845059,0.0,0.0,0.0,27740,1325,0.0,0.0,0.0
5181,2238,113722,0.0,0.0,0.0,1794,152,0.0,0.0,0.0
3307,1511,116361,3.203951177,0.929821646,0.097751184,1035,149,0.09688391826428788,0.028116771877834894,0.06560482147651006
6970,3173,110635,415.0010115,170.4730299,4.509936301000001,2754,349,5.9541034648493545,2.4458110459110474,1.2922453584527223
55606,22416,706158,0.0,0.0,0.0,19611,2295,0.0,0.0,0.0
4936,1983,50909,0.0,0.0,0.0,1742,20,0.0,0.0,0.0
498365,193502,7647665,0.0,0.0,0.0,175796,23902,0.0,0.0,0.0
22952,7460,274383,118.65836100000001,56.12482192,7.142624722000001,9813,965,0.51698484227954,0.244531291042175,0.7401683649740933
177934,72600,2577683,0.0,0.0,0.0,59333,9037,0.0,0.0,0.0
2556,1099,119967,0.560139783,0.206966907,0.012460737,878,62,0.021914701995305166,0.008097296830985916,0.020097962903225807
6010,2608,111901,2.162691702,0.8708825570000001,0.07675523599999999,2551,411,0.035984886888519134,0.014490558352745424,0.018675239902676395
3853,1748,104571,0.0,0.0,0.0,1433,121,0.0,0.0,0.0
4437,1907,116280,0.0,0.0,0.0,1731,175,0.0,0.0,0.0
2235,825,50703,0.0,0.0,0.0,883,41,0.0,0.0,0.0
5724,2044,121300,0.0,0.0,0.0,1577,99,0.0,0.0,0.0
24132,9454,391241,0.0,0.0,0.0,7217,996,0.0,0.0,0.0
7900,3196,141203,17.46755625,3.453635469,0.18839703800000002,1862,195,0.22110830696202532,0.04371690467088608,0.09661386564102566
3001,1358,57017,0.0,0.0,0.0,829,45,0.0,0.0,0.0
7053,2737,131496,0.0,0.0,0.0,1855,98,0.0,0.0,0.0
1485,620,72188,1379.932726,425.8480008,48.14636103,477,51,92.92476269360269,28.676633050505053,94.40462947058825
5799,2474,110483,0.0,0.0,0.0,1931,164,0.0,0.0,0.0
2234,891,59621,2019.6888800000002,785.9491837999999,66.24963132,798,72,90.40684333034915,35.18125263205013,92.01337683333334
9409,3933,194800,0.0,0.0,0.0,4163,642,0.0,0.0,0.0
3309,1524,98193,0.0,0.0,0.0,1421,202,0.0,0.0,0.0
157505,58399,2830536,0.0,0.0,0.0,79232,10600,0.0,0.0,0.0
18656,7285,319971,0.0,0.0,0.0,8249,1336,0.0,0.0,0.0
19956,7848,303654,0.0,0.0,0.0,8792,1290,0.0,0.0,0.0
21421,8369,324025,0.0,0.0,0.0,6015,917,0.0,0.0,0.0
8249,3397,164103,0.0,0.0,0.0,3155,437,0.0,0.0,0.0
42173,16999,497843,0.0,0.0,0.0,18743,3427,0.0,0.0,0.0
11591,4587,115507,0.0,0.0,0.0,6641,1096,0.0,0.0,0.0
28691,11787,306845,0.0,0.0,0.0,17118,3422,0.0,0.0,0.0
118811,43216,1603261,0.0,0.0,0.0,26253,3478,0.0,0.0,0.0
19985,7976,333290,0.0,0.0,0.0,7925,1493,0.0,0.0,0.0
49542,19787,654671,0.0,0.0,0.0,18531,3715,0.0,0.0,0.0
28432,11075,359267,0.0,0.0,0.0,10627,2086,0.0,0.0,0.0
8488,3317,185296,0.0,0.0,0.0,3069,487,0.0,0.0,0.0
13878,5494,231387,0.0,0.0,0.0,8131,1967,0.0,0.0,0.0
20059,7827,302291,0.0,0.0,0.0,8686,1278,0.0,0.0,0.0
74319,27673,1105435,0.0,0.0,0.0,20959,3384,0.0,0.0,0.0
12690,5057,217041,0.0,0.0,0.0,6539,1060,0.0,0.0,0.0
12984,5393,167464,0.0,0.0,0.0,4868,1008,0.0,0.0,0.0
37191,15530,466897,0.0,0.0,0.0,13989,1800,0.0,0.0,0.0
90336,36069,1634138,0.0,0.0,0.0,26307,3557,0.0,0.0,0.0
5104,2116,145248,0.0,0.0,0.0,2109,338,0.0,0.0,0.0
10811,4061,139894,0.0,0.0,0.0,5020,1017,0.0,0.0,0.0
27720,10760,328926,0.0,0.0,0.0,12087,1987,0.0,0.0,0.0
15955,6351,199485,0.0,0.0,0.0,8575,1385,0.0,0.0,0.0
73955,26144,803702,0.0,0.0,0.0,34383,4657,0.0,0.0,0.0
35613,14267,596317,0.0,0.0,0.0,12250,2728,0.0,0.0,0.0
21730,7732,181621,0.0,0.0,0.0,11794,2734,0.0,0.0,0.0
10272,4358,95382,0.0,0.0,0.0,6150,742,0.0,0.0,0.0
9315,3781,189606,0.0,0.0,0.0,4303,464,0.0,0.0,0.0
6856,2883,70712,0.0,0.0,0.0,3704,599,0.0,0.0,0.0
96656,38619,1302549,0.0,0.0,0.0,35741,5118,0.0,0.0,0.0
12161,4857,136755,0.0,0.0,0.0,5104,1080,0.0,0.0,0.0
7852,2773,71461,0.0,0.0,0.0,3831,941,0.0,0.0,0.0
14672,5984,149578,0.0,0.0,0.0,8427,1951,0.0,0.0,0.0
295803,123043,5487607,0.0,0.0,0.0,107637,15711,0.0,0.0,0.0
14348,5729,176013,0.0,0.0,0.0,6818,1190,0.0,0.0,0.0
39451,16060,377024,0.0,0.0,0.0,20442,4350,0.0,0.0,0.0
49285,20662,676903,0.0,0.0,0.0,15496,3475,0.0,0.0,0.0
6813,2864,81873,0.0,0.0,0.0,3142,750,0.0,0.0,0.0
8589,3160,109044,0.0,0.0,0.0,3256,466,0.0,0.0,0.0
16912,6668,208669,0.0,0.0,0.0,7086,1394,0.0,0.0,0.0
24662,8614,206143,0.0,0.0,0.0,9556,1771,0.0,0.0,0.0
37121,14978,467198,0.0,0.0,0.0,14158,2258,0.0,0.0,0.0
25746,10082,304794,0.0,0.0,0.0,12363,2007,0.0,0.0,0.0
11258,4601,181268,0.0,0.0,0.0,5180,956,0.0,0.0,0.0
36910,14671,486739,0.0,0.0,0.0,13139,2094,0.0,0.0,0.0
8565,3285,163667,0.0,0.0,0.0,3024,558,0.0,0.0,0.0
105543,39853,1234597,0.0,0.0,0.0,37172,5326,0.0,0.0,0.0
29278,11789,412009,0.0,0.0,0.0,16581,3336,0.0,0.0,0.0
18846,7343,242687,0.0,0.0,0.0,7539,1128,0.0,0.0,0.0
18199,7097,224062,0.0,0.0,0.0,9307,1492,0.0,0.0,0.0
46250,18705,536471,0.0,0.0,0.0,17888,3380,0.0,0.0,0.0
15416,5963,272632,0.0,0.0,0.0,5861,1025,0.0,0.0,0.0
4902,2028,48845,0.0,0.0,0.0,2039,235,0.0,0.0,0.0
46920,18980,648720,0.0,0.0,0.0,17087,3141,0.0,0.0,0.0
13494,5486,97421,0.0,0.0,0.0,8132,2122,0.0,0.0,0.0
741096,309175,11933594,0.0,0.0,0.0,261044,44670,0.0,0.0,0.0
48586,17642,540152,0.0,0.0,0.0,17183,3006,0.0,0.0,0.0
23356,9362,252157,0.0,0.0,0.0,11838,2532,0.0,0.0,0.0
159720,62768,2583322,0.0,0.0,0.0,50010,8073,0.0,0.0,0.0
16346,6414,205370,0.0,0.0,0.0,7823,1567,0.0,0.0,0.0
31883,12722,261182,0.0,0.0,0.0,19250,4396,0.0,0.0,0.0
14193,5615,197660,0.0,0.0,0.0,6195,985,0.0,0.0,0.0
58849,23014,576916,0.0,0.0,0.0,29293,5165,0.0,0.0,0.0
15860,6239,202697,0.0,0.0,0.0,7465,1454,0.0,0.0,0.0
7887,2910,94240,0.0,0.0,0.0,3949,1143,0.0,0.0,0.0
11310,4555,119710,0.0,0.0,0.0,5618,1032,0.0,0.0,0.0
24519,10014,328856,0.0,0.0,0.0,11206,2382,0.0,0.0,0.0
13870,5497,145617,0.0,0.0,0.0,7748,1500,0.0,0.0,0.0
24742,9777,253308,0.0,0.0,0.0,12462,2269,0.0,0.0,0.0
9519,3985,100759,0.0,0.0,0.0,3683,557,0.0,0.0,0.0
26835,10666,289210,0.0,0.0,0.0,11596,1872,0.0,0.0,0.0
8314,3287,113560,0.0,0.0,0.0,2414,355,0.0,0.0,0.0
82916,31973,1026166,0.0,0.0,0.0,32303,5746,0.0,0.0,0.0
13333,5309,146239,0.0,0.0,0.0,6828,1731,0.0,0.0,0.0
19820,7358,282081,0.0,0.0,0.0,8337,1531,0.0,0.0,0.0
31448,13073,349440,0.0,0.0,0.0,10163,1365,0.0,0.0,0.0
12929,4516,103673,0.0,0.0,0.0,6661,1589,0.0,0.0,0.0
17490,7031,256872,0.0,0.0,0.0,7341,1193,0.0,0.0,0.0
65565,28227,871700,0.0,0.0,0.0,23957,4425,0.0,0.0,0.0
18306,6477,108822,0.0,0.0,0.0,10886,2372,0.0,0.0,0.0
9531,3833,154713,0.0,0.0,0.0,3806,609,0.0,0.0,0.0
28602,10471,381600,0.0,0.0,0.0,11138,1609,0.0,0.0,0.0
6306,2440,78393,0.0,0.0,0.0,3449,693,0.0,0.0,0.0
21331,8682,272189,0.0,0.0,0.0,8163,1345,0.0,0.0,0.0
10099,4055,125840,0.0,0.0,0.0,5420,1026,0.0,0.0,0.0
10963,4509,160049,0.0,0.0,0.0,5648,1040,0.0,0.0,0.0
26499,10435,279845,0.0,0.0,0.0,12478,2226,0.0,0.0,0.0
13923,4860,189557,0.0,0.0,0.0,6549,1544,0.0,0.0,0.0
31499,12052,420471,0.0,0.0,0.0,13295,2092,0.0,0.0,0.0
43437,16826,480677,0.0,0.0,0.0,16736,2901,0.0,0.0,0.0
7135,2809,102297,0.0,0.0,0.0,2646,488,0.0,0.0,0.0
23842,9176,319929,0.0,0.0,0.0,11041,1776,0.0,0.0,0.0
60316,19431,1357886,0.0,0.0,0.0,8643,1033,0.0,0.0,0.0
10841,4296,164027,0.0,0.0,0.0,4055,734,0.0,0.0,0.0
4755,1914,79949,0.0,0.0,0.0,2842,831,0.0,0.0,0.0
14877,5494,173240,0.0,0.0,0.0,4699,699,0.0,0.0,0.0
28712,11319,331004,0.0,0.0,0.0,14441,3520,0.0,0.0,0.0
65024,26728,787516,0.0,0.0,0.0,30944,7101,0.0,0.0,0.0
12613,4834,91130,0.0,0.0,0.0,6161,1516,0.0,0.0,0.0
63063,25722,599142,0.0,0.0,0.0,29883,5345,0.0,0.0,0.0
2282,902,45543,0.0,0.0,0.0,1118,187,0.0,0.0,0.0
17056,6750,164965,0.0,0.0,0.0,8748,1585,0.0,0.0,0.0
23333,8864,202570,0.0,0.0,0.0,8606,1764,0.0,0.0,0.0
17565,7401,197491,0.0,0.0,0.0,8948,1586,0.0,0.0,0.0
47173,17408,1056601,0.0,0.0,0.0,12276,2594,0.0,0.0,0.0
42074,15321,657850,0.0,0.0,0.0,13298,2009,0.0,0.0,0.0
17327,6753,211871,0.0,0.0,0.0,7594,1006,0.0,0.0,0.0
17061,6165,277849,0.0,0.0,0.0,3935,475,0.0,0.0,0.0
24512,9832,218771,0.0,0.0,0.0,11529,1754,0.0,0.0,0.0
12460,4647,201932,0.0,0.0,0.0,5510,743,0.0,0.0,0.0
14339,5883,166424,0.0,0.0,0.0,5529,702,0.0,0.0,0.0
8809,3420,117276,0.0,0.0,0.0,2851,454,0.0,0.0,0.0
15007,5549,189092,0.0,0.0,0.0,7198,1136,0.0,0.0,0.0
113792,43674,1343776,0.0,0.0,0.0,42570,6416,0.0,0.0,0.0
11717,4507,149304,0.0,0.0,0.0,4738,690,0.0,0.0,0.0
20813,8646,176363,0.0,0.0,0.0,11615,2329,0.0,0.0,0.0
13621,5272,220966,0.0,0.0,0.0,5186,659,0.0,0.0,0.0
35637,13575,310811,0.0,0.0,0.0,19448,3545,0.0,0.0,0.0
7355,3065,54168,0.0,0.0,0.0,4737,1174,0.0,0.0,0.0
24939,9806,578225,0.0,0.0,0.0,7008,1182,0.0,0.0,0.0
61773,22841,557738,0.0,0.0,0.0,28619,5050,0.0,0.0,0.0
25764,8516,243777,0.0,0.0,0.0,9525,1301,0.0,0.0,0.0
107215,37790,1030092,0.0,0.0,0.0,29565,4354,0.0,0.0,0.0
23421,8736,333843,0.0,0.0,0.0,9282,1676,0.0,0.0,0.0
42073,15432,394281,0.0,0.0,0.0,19590,3719,0.0,0.0,0.0
35654,13159,398256,0.0,0.0,0.0,13325,1766,0.0,0.0,0.0
14353,5838,215026,0.0,0.0,0.0,6689,1274,0.0,0.0,0.0
116979,45215,1278919,0.0,0.0,0.0,40299,5238,0.0,0.0,0.0
254969,102139,3367954,0.0,0.0,0.0,106013,16480,0.0,0.0,0.0
192768,73996,2295249,0.0,0.0,0.0,75540,11707,0.0,0.0,0.0
10132,3905,141039,0.0,0.0,0.0,4013,605,0.0,0.0,0.0
6839,2575,147091,412.76498633999995,134.072868436,17.550848972,1855,242,6.035458200614125,1.96041626606229,7.252416930578513
10407,3834,137020,0.0,0.0,0.0,4730,661,0.0,0.0,0.0
17195,6017,211895,0.0,0.0,0.0,7502,1332,0.0,0.0,0.0
20822,7613,213059,27.05014223,13.94812989,0.9047092720000001,10716,1575,0.12991135448083757,0.06698746465277111,0.05744185853968255
26656,10562,338780,0.0,0.0,0.0,12044,2023,0.0,0.0,0.0
440171,172057,5679036,0.0,0.0,0.0,164558,25295,0.0,0.0,0.0
7759,2552,88564,0.0,0.0,0.0,4397,663,0.0,0.0,0.0
20267,7022,279339,0.0,0.0,0.0,6743,1150,0.0,0.0,0.0
33984,12829,330361,0.0,0.0,0.0,15868,3360,0.0,0.0,0.0
20767,7904,269784,0.0,0.0,0.0,10179,1722,0.0,0.0,0.0
22309,7496,246244,0.0,0.0,0.0,8494,1351,0.0,0.0,0.0
73240,26778,768335,0.0,0.0,0.0,31156,5321,0.0,0.0,0.0
33387,11072,376032,0.0,0.0,0.0,13480,2792,0.0,0.0,0.0
16274,6261,222855,0.0,0.0,0.0,7344,1374,0.0,0.0,0.0
432552,169647,7668309,0.0,0.0,0.0,154409,22928,0.0,0.0,0.0
31594,11771,356247,0.0,0.0,0.0,13767,2144,0.0,0.0,0.0
14890,5468,186068,0.0,0.0,0.0,5308,872,0.0,0.0,0.0
221578,87027,2788274,0.0,0.0,0.0,76791,10249,0.0,0.0,0.0
96318,35486,1414143,0.0,0.0,0.0,33113,5501,0.0,0.0,0.0
46735,17599,546229,0.0,0.0,0.0,21933,3405,0.0,0.0,0.0
128026,46007,1106967,0.0,0.0,0.0,41625,6934,0.0,0.0,0.0
12093,4025,158905,0.0,0.0,0.0,6824,979,0.0,0.0,0.0
27979,10853,321937,0.0,0.0,0.0,14871,2225,0.0,0.0,0.0
39566,15614,424666,20.695863358,8.033198039999998,1.6583064779999999,19821,3514,0.052307191421927926,0.020303285750391746,0.047191419408081955
343829,142158,9710129,0.0,0.0,0.0,172209,31256,0.0,0.0,0.0
153720,58691,1963192,0.0,0.0,0.0,65786,9703,0.0,0.0,0.0
23042,8077,467627,1132.850249646,756.6260278929999,76.804350967,7769,896,4.9164579882215085,3.2836820931038972,8.571914170424108
22802,9082,365725,0.0,0.0,0.0,9134,1563,0.0,0.0,0.0
131613,50401,1622730,218.4619182,65.10347629,14.24224906,56074,8589,0.1659881001116911,0.049465840220950824,0.16581964210036093
9091,3472,88137,0.0,0.0,0.0,4128,686,0.0,0.0,0.0
20725,7551,276698,0.0,0.0,0.0,9447,1029,0.0,0.0,0.0
24233,9622,346967,0.0,0.0,0.0,10217,1655,0.0,0.0,0.0
35897,13221,842214,35.31341307,10.6021789,0.0,17483,1690,0.09837427381118201,0.029534999860712594,0.0
52780,18557,868525,0.0,0.0,0.0,16013,1912,0.0,0.0,0.0
11203,4333,81618,0.0,0.0,0.0,5506,1188,0.0,0.0,0.0
22102,7717,414557,0.0,0.0,0.0,7570,1245,0.0,0.0,0.0
45924,15965,625317,0.0,0.0,0.0,15956,2886,0.0,0.0,0.0
83384,31857,832070,0.0,0.0,0.0,39931,5986,0.0,0.0,0.0
